----------------Prefab----------------------
undles\UI\UIHelp.prefab   Help:\n1. Mouse Right Move\n2. R Reload Dll\n3. T Transfer Map
undles\UI\Main\Fashion\UIFashion.prefab   列表
undles\UI\Main\Fashion\UIFashion.prefab   套装
undles\UI\Main\Fashion\UIFashionExplain.prefab   宠物探索说明
undles\UI\Main\Fashion\UIFashionExplain.prefab   时装属性效果
undles\UI\Main\Fashion\UIFashionShow.prefab   头部
undles\UI\Main\Fashion\UIFashionShow.prefab   脸
undles\UI\Main\Fashion\UIFashionShow.prefab   眼睛
undles\UI\Main\Fashion\UIFashionShow.prefab   眉毛
undles\UI\Main\Fashion\UIFashionShow.prefab   头饰
undles\UI\Main\Fashion\UIFashionShow.prefab   脸部
undles\UI\Main\Fashion\UIFashionShow.prefab   上衣
undles\UI\Main\Fashion\UIFashionShow.prefab   服饰
undles\UI\Main\Fashion\UIFashionShow.prefab   鞋子
undles\UI\Main\Fashion\UIFashionShow.prefab   形象展示
undles\UI\Main\Fashion\UIFashionShow.prefab   提示：时装碎片可使用珍品羽毛在主城进行兑换。
undles\UI\Main\Fashion\UIFashionShow.prefab   时装钻石
undles\UI\Main\Fashion\UIFashionShow.prefab   已装备
undles\UI\Main\Fashion\UIFashionShow.prefab   激活
undles\UI\Main\Fashion\UIFashionShow.prefab   属性
undles\UI\Main\Fashion\UIFashionShow.prefab   时装名称字符
undles\UI\Main\Fashion\UIFashionShow.prefab   X20
undles\UI\Main\Fashion\UIFashionSuit.prefab   司马套装
undles\UI\Main\Fashion\UIFashionSuit.prefab   已激活
undles\UI\Main\Fashion\UIFashionSuit.prefab   套装属性
undles\UI\Main\Fashion\UIFashionSuit.prefab   套装部件 3/8\n攻击 +11
undles\UI\Main\FenXiang\UIFenXiang.prefab   分享
undles\UI\Main\FenXiang\UIFenXiang.prefab   推广
undles\UI\Main\FenXiang\UIFenXiang.prefab   序列号
undles\UI\Main\FenXiang\UIFenXiang.prefab   论坛
undles\UI\Main\FenXiang\UIFenXiang.prefab   加群福利
undles\UI\Main\FenXiang\UIFenXiangQQAddSet.prefab   点击一键加入
undles\UI\Main\FenXiang\UIFenXiangQQAddSet.prefab   游戏官方交流QQ群:690868439
undles\UI\Main\FenXiang\UIFenXiangQQAddSet.prefab   加入官方群领取新手福利,与其他玩家共同交流喔!
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   QQ分享
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   120
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   点击分享
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   邀请QQ好友
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   微信分享
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   邀请微信好友
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   一键加入
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   Tap分享
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   抖音分享
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   邀请抖音好友
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   支持作者
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   游戏交流企鹅群:690868439(内有福利和攻略哦)
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   提示:游戏内出现相关问题可加群找管理解决哦！
undles\UI\Main\FenXiang\UIFenXiangSet.prefab   领取分享奖励,需要等级达到10级且在线时间达到30分钟即可
undles\UI\Main\FenXiang\UILunTan.prefab   关注公众号,获取更多序列号奖励哦！
undles\UI\Main\FenXiang\UILunTan.prefab   点击打开论坛
undles\UI\Main\FenXiang\UILunTan.prefab   游戏交流论坛
undles\UI\Main\FenXiang\UILunTan.prefab   提示: 每个评论只能领取一次奖励哦~
undles\UI\Main\FenXiang\UILunTan.prefab   打开游戏论坛,交流游戏心得,寻找游戏攻略。\n论坛还会不定时举行游戏活动哦！
undles\UI\Main\FenXiang\UILunTan.prefab   分享TapTap
undles\UI\Main\FenXiang\UILunTan.prefab   你还可以将游戏中的美好瞬间分享至TapTap论坛哦
undles\UI\Main\FenXiang\UIPopularize.prefab   点击确认
undles\UI\Main\FenXiang\UIPopularize.prefab   请输入推广码...
undles\UI\Main\FenXiang\UIPopularize.prefab   都啦啦
undles\UI\Main\FenXiang\UIPopularize.prefab   推广码
undles\UI\Main\FenXiang\UIPopularize.prefab   推广说明
undles\UI\Main\FenXiang\UIPopularize.prefab   我的推广
undles\UI\Main\FenXiang\UIPopularize.prefab   我的推广码：
undles\UI\Main\FenXiang\UIPopularize.prefab   金币： 0
undles\UI\Main\FenXiang\UIPopularize.prefab   钻石： 0
undles\UI\Main\FenXiang\UIPopularize.prefab   1. 被推广人等级达到30级,获得200000金币。
undles\UI\Main\FenXiang\UIPopularize.prefab   2. 被推广人等级达到40级,获得1000钻石。
undles\UI\Main\FenXiang\UIPopularize.prefab   3. 被推广人等级达到50级,获得1000钻石。
undles\UI\Main\FenXiang\UIPopularize.prefab   4. 15级以内的玩家可以输入推广码。
undles\UI\Main\FenXiang\UIPopularize.prefab   5. 单个账号的任意角色只能被推广1次。
undles\UI\Main\FenXiang\UIPopularize.prefab   (点击可复制推广码)
undles\UI\Main\FenXiang\UISerial.prefab   前往评论
undles\UI\Main\FenXiang\UISerial.prefab   请输入序列号...
undles\UI\Main\FenXiang\UISerial.prefab   序列号奖励
undles\UI\Main\Friend\UIFriend.prefab   申请
undles\UI\Main\Friend\UIFriend.prefab   黑名单
undles\UI\Main\Friend\UIFriend.prefab   家族列表
undles\UI\Main\Friend\UIFriend.prefab   我的家族
undles\UI\Main\Friend\UIFriendApply.prefab   玩家名字家名字
undles\UI\Main\Friend\UIFriendApply.prefab   玩家等级
undles\UI\Main\Friend\UIFriendApply.prefab   职业:
undles\UI\Main\Friend\UIFriendApply.prefab   在线
undles\UI\Main\Friend\UIFriendBlack.prefab   玩家等级:1级
undles\UI\Main\Friend\UIFriendBlack.prefab   最近上线时间: 2022/2/22
undles\UI\Main\Friend\UIFriendBlack.prefab   移除黑名单
undles\UI\Main\Friend\UIFriendBlack.prefab   私聊
undles\UI\Main\Friend\UIFriendBlack.prefab   职业:战士
undles\UI\Main\Friend\UIFriendList.prefab   删除
undles\UI\Main\Friend\UIFriendList.prefab   正在玩家私聊中...
undles\UI\Main\Friend\UIFriendList.prefab   发送消息
undles\UI\Main\Friend\UIFriendList.prefab   11111111111111111111111111111111111111111111111111111111111111111111111111111111111111
undles\UI\Main\GM\UICommand.prefab   增加金币
undles\UI\Main\GM\UICommand.prefab   增加钻石
undles\UI\Main\GM\UICommand.prefab   调整等级
undles\UI\Main\GM\UICommand.prefab   击败所有怪物
undles\UI\Main\GM\UICommand.prefab   完成当前任务
undles\UI\Main\GM\UICommand.prefab   无敌状态
undles\UI\Main\GM\UICommand.prefab   成为初级账号
undles\UI\Main\GM\UICommand.prefab   成为中级账号
undles\UI\Main\GM\UICommand.prefab   成为高级账号
undles\UI\Main\GM\UICommand.prefab   提示:此功能仅在审核测试服出现，目的是为了方便测试游戏内容,节省时间!
undles\UI\Main\GM\UIGM.prefab   在线人数
undles\UI\Main\GM\UIGM.prefab   发送邮件
undles\UI\Main\GM\UIGM.prefab   道具
undles\UI\Main\GM\UIGM.prefab   全服广播
undles\UI\Main\GM\UIGM.prefab   本服广播
undles\UI\Main\GM\UIGM.prefab   广播内容
undles\UI\Main\GM\UIGM.prefab   服务器热重载
undles\UI\Main\GM\UIGM.prefab   热重载值
undles\UI\Main\GM\UIGM.prefab   通用指令
undles\UI\Main\GM\UIGM.prefab   通用
undles\UI\Main\GM\UIGM.prefab   40
undles\UI\Main\HongBao\UIHongBao.prefab   点击拆开
undles\UI\Main\HorseNotice\UIHorseNotice.prefab   恭喜玩家获得:勇气
undles\UI\Main\ItemTips\UIEquipTips.prefab   武器的名字啊啊
undles\UI\Main\ItemTips\UIEquipTips.prefab   类型：剑
undles\UI\Main\ItemTips\UIEquipTips.prefab   等级：45
undles\UI\Main\ItemTips\UIEquipTips.prefab   部位：手套
undles\UI\Main\ItemTips\UIEquipTips.prefab   力量要求：10
undles\UI\Main\ItemTips\UIEquipTips.prefab   未绑定
undles\UI\Main\ItemTips\UIEquipTips.prefab   【基础属性】
undles\UI\Main\ItemTips\UIEquipTips.prefab   黄色攻击宝石
undles\UI\Main\ItemTips\UIEquipTips.prefab   【鉴定属性】
undles\UI\Main\ItemTips\UIEquipTips.prefab   【套装属性】
undles\UI\Main\ItemTips\UIEquipTips.prefab   黄金套装(0/4)
undles\UI\Main\ItemTips\UIEquipTips.prefab   点击查看部件
undles\UI\Main\ItemTips\UIEquipTips.prefab   萨雷斯之
undles\UI\Main\ItemTips\UIEquipTips.prefab   萨雷斯之怒（1/4）
undles\UI\Main\ItemTips\UIEquipTips.prefab   提示:穿戴后激活套装
undles\UI\Main\ItemTips\UIEquipTips.prefab   【隐藏技能】
undles\UI\Main\ItemTips\UIEquipTips.prefab   隐藏技能提示框
undles\UI\Main\ItemTips\UIEquipTips.prefab   制造者：星星点灯
undles\UI\Main\ItemTips\UIEquipTips.prefab   取消回炼
undles\UI\Main\ItemTips\UIEquipTips.prefab   回 炼
undles\UI\Main\ItemTips\UIEquipTips.prefab   这并不是一个普通的武器
undles\UI\Main\ItemTips\UIEquipTips.prefab   存 入
undles\UI\Main\ItemTips\UIEquipTips.prefab   仓库取出
undles\UI\Main\ItemTips\UIEquipTips.prefab   装备
undles\UI\Main\ItemTips\UIEquipTips.prefab   卸下装备
undles\UI\Main\ItemTips\UIEquipTips.prefab   +11强化
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   123
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   121211 
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   类型：装备
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   使用等级：30
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   此装备由我制造
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   鉴定打造的装备大概率出现隐藏属性
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   未鉴定装备
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   请消耗1个鉴定卷轴鉴定此装备
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   当前品质：80
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   当前附加生命：10-100
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   品质越高开启封印的属性越好
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   鉴定
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   存储
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   回炼
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   取消
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   卸下宝石
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   取回
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   增加品质
undles\UI\Main\ItemTips\UIItemAppraisalTips.prefab   激活属性
undles\UI\Main\ItemTips\UIItemBatchUse.prefab   数量:
undles\UI\Main\ItemTips\UIItemBatchUse.prefab   消耗钻石开启可以获得更多经验!
undles\UI\Main\ItemTips\UIItemBatchUse.prefab   道具使用
undles\UI\Main\ItemTips\UIItemChangeOcc.prefab   逐风者
undles\UI\Main\ItemTips\UIItemChangeOcc.prefab   驭剑士
undles\UI\Main\ItemTips\UIItemChangeOcc.prefab   魔神武士
undles\UI\Main\ItemTips\UIItemChangeOcc.prefab   确定转职
undles\UI\Main\ItemTips\UIItemChangeOcc.prefab   请选择新的职业
undles\UI\Main\ItemTips\UIItemExpBox.prefab   免费开启
undles\UI\Main\ItemTips\UIItemExpBox.prefab   钻石开启
undles\UI\Main\ItemTips\UIItemFumoSelect.prefab   请选择对应的饰品进行附魔
undles\UI\Main\ItemTips\UIItemFumoSelect.prefab   提示：点击对应部位即可进行附魔
undles\UI\Main\ItemTips\UIItemSellTip.prefab   出 售
undles\UI\Main\ItemTips\UIItemSellTip.prefab   出售数量
undles\UI\Main\ItemTips\UIItemSellTip.prefab   48\n
undles\UI\Main\ItemTips\UIItemSellTip.prefab   出售总价
undles\UI\Main\ItemTips\UIItemTips.prefab   经验药水
undles\UI\Main\ItemTips\UIItemTips.prefab   类型：消耗品
undles\UI\Main\ItemTips\UIItemTips.prefab   啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊111111111111111
undles\UI\Main\ItemTips\UIItemTips.prefab   (附灵)
undles\UI\Main\ItemTips\UIItemTips.prefab   此宠物已经被神物附灵，更容易孵化出更强力的宠物哦！
undles\UI\Main\ItemTips\UIItemTips.prefab   使 用
undles\UI\Main\ItemTips\UIItemTips.prefab   拆 分
undles\UI\Main\ItemTips\UIItemTips.prefab   播 种
undles\UI\Main\ItemTips\UIItemTips.prefab   存 储
undles\UI\Main\ItemTips\UIItemTips.prefab   取 回
undles\UI\Main\JueXing\UIJueXing.prefab   觉醒
undles\UI\Main\JueXing\UIJueXingShow.prefab   拔刀击技能提升1级
undles\UI\Main\JueXing\UIJueXingShow.prefab   觉醒经验：
undles\UI\Main\JueXing\UIJueXingShow.prefab   消耗金币： 100/500
undles\UI\Main\JueXing\UIJueXingShow.prefab   0/100
undles\UI\Main\JueXing\UIJueXingShow.prefab   提示:需要激活上方全部技能后可学习觉醒技能,觉醒经验为击败怪物获得。
undles\UI\Main\LingDi\UILingDi.prefab   通过努力建立了这个领地,希望你可以将此领地不断发扬光大。
undles\UI\Main\LingDi\UILingDi.prefab   金币升级
undles\UI\Main\LingDi\UILingDi.prefab   领主:小小战士
undles\UI\Main\LingDi\UILingDi.prefab   荣誉产出：0/小时
undles\UI\Main\LingDi\UILingDi.prefab   繁荣度产出：0/小时
undles\UI\Main\LingDi\UILingDi.prefab   繁荣等级：
undles\UI\Main\LingDi\UILingDi.prefab   50/200
undles\UI\Main\LingDi\UILingDi.prefab   消耗: 100金币
undles\UI\Main\LingDi\UILingDi.prefab   繁荣度产出：1/小时
undles\UI\Main\LingDi\UILingDi.prefab   荣誉产出：1/小时
undles\UI\Main\LingDi\UILingDi.prefab   下一级等级福利：
undles\UI\Main\LingDi\UILingDiReward.prefab   领地达到(25/1)可激活兑换
undles\UI\Main\LingDi\UILingDiReward.prefab   白色头盔
undles\UI\Main\LingDi\UILingDiReward.prefab   5000000荣誉
undles\UI\Main\LingDi\UILingDiReward.prefab   点击兑换
undles\UI\Main\Mail\UIMail.prefab   你还未收到邮件!
undles\UI\Main\Mail\UIMail.prefab   一键领取
undles\UI\Main\Mail\UIMail.prefab   活动奖励
undles\UI\Main\Mail\UIMail.prefab   数量：
undles\UI\Main\Mail\UIMail.prefab   邮件信息
undles\UI\Main\Mail\UIMail.prefab   邮件附件
undles\UI\Main\Mail\UIMail.prefab   邮件
undles\UI\Main\Mail\UIMail.prefab   邮件内容
undles\UI\Main\Mail\UIMail.prefab   领取邮件
undles\UI\Main\Mail\UIMail.prefab   提示:请尽快收取邮箱内的邮件,最多保留100封邮件喔！
undles\UI\Main\Main\UIGuideEquip.prefab   点击穿戴
undles\UI\Main\Main\UIMain.prefab   确认改动
undles\UI\Main\Main\UIMain.prefab   取消改动
undles\UI\Main\Main\UIMain.prefab   恢复默认
undles\UI\Main\Main\UIMain.prefab   拖动技能可以设置技能对应的按钮位置
undles\UI\Main\Main\UIMain.prefab   宠物名称七个字
undles\UI\Main\Main\UIMain.prefab   等级: 10
undles\UI\Main\Main\UIMain.prefab   任务描述
undles\UI\Main\Main\UIMain.prefab   任务名称
undles\UI\Main\Main\UIMain.prefab   等级
undles\UI\Main\Main\UIMain.prefab   吟唱中，请及时打断
undles\UI\Main\Main\UIMain.prefab   伤害输出
undles\UI\Main\Main\UIMain.prefab   玩家：1000
undles\UI\Main\Main\UIMain.prefab   宠物：1000
undles\UI\Main\Main\UIMain.prefab   归属：
undles\UI\Main\Main\UIMain.prefab   初级领主
undles\UI\Main\Main\UIMain.prefab   哈哈哈<U>H11111111111111111111111111111
undles\UI\Main\Main\UIMain.prefab   世界领主活动开启
undles\UI\Main\Main\UIMain.prefab   活动提醒
undles\UI\Main\Main\UIMain.prefab   奔跑比赛
undles\UI\Main\Main\UIMain.prefab   阵营
undles\UI\Main\Main\UIMain.prefab   正能量
undles\UI\Main\Main\UIMain.prefab   恶魔活动
undles\UI\Main\Main\UIMain.prefab   赛季
undles\UI\Main\Main\UIMain.prefab   新活动
undles\UI\Main\Main\UIMain.prefab   gm\n工具
undles\UI\Main\Main\UIMain.prefab   击败怪物
undles\UI\Main\Main\UIMain.prefab   200/4000
undles\UI\Main\Main\UIMain.prefab   等级奖励
undles\UI\Main\Main\UIMain.prefab   20级领取
undles\UI\Main\Main\UIMain.prefab   返回副本
undles\UI\Main\Main\UIMain.prefab   进入探险
undles\UI\Main\Main\UIMain.prefab   宠物探险
undles\UI\Main\Main\UIMain.prefab   骑乘
undles\UI\Main\Main\UIMain.prefab   组队副本
undles\UI\Main\Main\UIMain.prefab   返回建筑
undles\UI\Main\Main\UIMain.prefab   我的家园
undles\UI\Main\Main\UIMain.prefab   对话
undles\UI\Main\Main\UIMain.prefab   家族领地
undles\UI\Main\Main\UIMain.prefab   二次施法
undles\UI\Main\Main\UIMain.prefab   8
undles\UI\Main\Main\UIMain.prefab   继续施法
undles\UI\Main\Main\UIMain.prefab   开启中……
undles\UI\Main\Main\UIMain.prefab   挖
undles\UI\Main\Main\UIMain.prefab   施法中...
undles\UI\Main\Main\UIMain.prefab   帧数: 60
undles\UI\Main\Main\UIMain.prefab   延迟: 1
undles\UI\Main\Main\UIMain.prefab   数量: 1000
undles\UI\Main\Main\UIMain.prefab   当前正在挂机中...
undles\UI\Main\Main\UIMain.prefab   停止挂机
undles\UI\Main\Main\UIMain.prefab   罗兰洞窟
undles\UI\Main\Main\UIMain.prefab   雨
undles\UI\Main\Main\UIMain.prefab   10:10
undles\UI\Main\Main\UIMain.prefab   活力 100/100
undles\UI\Main\Main\UIMain.prefab   先锋1区
undles\UI\Main\Main\UIMain.prefab   等级:99
undles\UI\Main\Main\UIMain.prefab   体力 100/100
undles\UI\Main\Main\UIMain.prefab   战力:99
undles\UI\Main\Main\UIMain.prefab   9999/9999
undles\UI\Main\Main\UIOpenChest.prefab   开启宝箱
undles\UI\Main\Main\UIOpenChest.prefab   提示：金钥匙可以通过击败领主所掉落的碎片合成
undles\UI\Main\Main\UISelectReward.prefab   等级领取
undles\UI\Main\Main\UISelectReward.prefab   请选择一个你想领取的道具！
undles\UI\Main\Main\UIZhuaPu.prefab   使用道具:
undles\UI\Main\Main\UIZhuaPu.prefab   成功率加成
undles\UI\Main\Main\UIZhuaPu.prefab   抓
undles\UI\Main\Main\UIZhuaPu.prefab   抓捕成功率： 40%
undles\UI\Main\Main\UIZhuaPu.prefab   提示:点击使用对应道具,可以增加对应抓铺成功率!
undles\UI\Main\Make\UIGemMake.prefab   消耗金币:
undles\UI\Main\Make\UIGemMake.prefab   当前金币:  100
undles\UI\Main\Make\UIGemMake.prefab   制 造
undles\UI\Main\Make\UIGemMake.prefab   制作数量：
undles\UI\Main\Make\UIGemMake.prefab   宝石合成
undles\UI\Main\Make\UIMakeNeed.prefab   道具名称
undles\UI\Main\Make\UIPetEquipMake.prefab   宠物装备制造
undles\UI\Main\Make\UIShenQiMake.prefab   神器合成
undles\UI\Main\MakeLearn\UIMakeLearn.prefab   可学习列表
undles\UI\Main\MakeLearn\UIMakeLearn.prefab   学习等级:10级
undles\UI\Main\MakeLearn\UIMakeLearn.prefab   熟练度
undles\UI\Main\MakeLearn\UIMakeLearn.prefab   开始学习
undles\UI\Main\MakeLearn\UIMakeLearn.prefab   学习消耗:
undles\UI\Main\MakeLearn\UIMakeLearn.prefab   需要熟练度:
undles\UI\Main\MakeLearn\UIMakeLearn.prefab   锻造
